상호명,주소,업종대분류,업종중분류,업종소분류
CU,서울특별시 강남구 청담동 5,소매,종합소매점,편의점
뮤제오,서울특별시 강서구 염창동 240-21,제조,식품가공/제조,커피가공
가연관악산부인과,서울특별시 관악구 봉천동 1600-1,의료,병원,내과/외과
토니모리,서울특별시 서초구 방배동 851-3,소매,화장품소매,화장품판매점
리즈산부인과의원,서울특별시 마포구 동교동 162-1,의료,병원,산부인과
서울유니언이비인후과의원,서울특별시 종로구 종로3가 28-2,의료,병원,이비인후과의원
더수자타,서울특별시 광진구 자양동 662-2,도매/유통/무역,화장품/비누/세정제도매,화장품/비누/세정제도매-종합
네일스타일한양대점,서울특별시 성동구 행당동 155-1,생활서비스,이/미용/건강,발/네일케어
다복집,서울특별시 영등포구 여의도동 12-1,음식,한식,한식/백반/한정식
안일수산,서울특별시 동작구 노량진동 13-8,도매/유통/무역,상품중개,수산물중개
GS25,서울특별시 강남구 논현동 5-19,소매,종합소매점,편의점
스타에프앤비,서울특별시 동작구 상도동 217-10,도매/유통/무역,가공식품도매,가공식품도매-기타
세븐일레븐신림패션점,서울특별시 관악구 신림동 1431-1,소매,종합소매점,편의점
세븐일레븐,서울특별시 성북구 안암동5가 103-208,소매,종합소매점,편의점
리셋헬스케어,서울특별시 강남구 삼성동 37,소매,운동/경기용품소매,건강/헬스용품
GS25,서울특별시 영등포구 문래동3가 55-5,소매,종합소매점,편의점
아이넷라이프,서울특별시 서초구 양재동 107,생활서비스,장례/묘지,장의사/관련서비스-종합
G마트,서울특별시 동대문구 장안동 331-12,소매,종합소매점,수퍼마켓
대장금,서울특별시 종로구 내수동 74,음식,한식,한식/백반/한정식
더케이,서울특별시 강남구 삼성동 41-9,음식,한식,한식/백반/한정식
CU,서울특별시 중구 신당동 373-64,소매,종합소매점,편의점
한국전자협동운영위원회,서울특별시 금천구 가산동 371-51,생활서비스,자동차/이륜차,주차장운영
GS25신천으뜸점,서울특별시 송파구 잠실동 186-7,소매,종합소매점,편의점
CU,서울특별시 서대문구 남가좌동 74-22,소매,종합소매점,편의점
파마푸드코리아,서울특별시 강남구 역삼동 702-10,제조,식품가공/제조,종합식품제조
GS25가락스타점,서울특별시 송파구 가락동 98,소매,종합소매점,편의점
인드라망생활협동조합,서울특별시 양천구 신정동 144-35,소매,종합소매점,수퍼마켓
죽전상사,서울특별시 송파구 가락동 600,도매/유통/무역,청과물도매,과실도매
에스엔서비스,서울특별시 영등포구 양평동1가 260,전자/정보통신,정보기술서비스,데이터베이스사업-종합
하나롤,서울특별시 영등포구 영등포동4가 434-5,음식,분식,스낵
유로스타커피,서울특별시 도봉구 창동 14-4,음식,커피점/카페,커피전문점/카페/다방
웰그린인터내셔날,서울특별시 강북구 미아동 374-43,소매,운동/경기용품소매,등산용품판매
GS25,서울특별시 노원구 중계동 138-1,소매,종합소매점,편의점
GS25,서울특별시 양천구 신월동 544-6,소매,종합소매점,편의점
보생약업,서울특별시 동대문구 제기동 1121,도매/유통/무역,곡물/종자도매,곡물/종자도매-기타
CU,서울특별시 강서구 방화동 598-106,소매,종합소매점,편의점
CU,서울특별시 성북구 동소문동2가 147,소매,종합소매점,편의점
동화인터내셔널,서울특별시 금천구 독산동 291-1,학문/교육,유아교육,동화구연
노블클레식피부,서울특별시 강북구 미아동 49-67,생활서비스,이/미용/건강,비만/피부관리
GS25서초예당점,서울특별시 서초구 방배동 3001-1,소매,종합소매점,편의점
GS25,서울특별시 서대문구 대현동 45-5,소매,종합소매점,편의점
우리마트,서울특별시 마포구 상암동 1585,소매,종합소매점,수퍼마켓
도원물산,서울특별시 동대문구 제기동 1130,소매,음/식료품소매,수산물소매
메종기욤,서울특별시 강남구 청담동 88-37,소매,음/식료품소매,유과판매
풍성에프에이,서울특별시 서초구 양재동 97-5,도매/유통/무역,청과물도매,과실도매
아트웍스코리아,서울특별시 동대문구 용두동 696-7,생활서비스,법무세무회계,속기사무소
유태석내과의원,서울특별시 중구 신당동 373-3,의료,병원,내과/외과
원진유통,서울특별시 중구 오장동 127-1,소매,음/식료품소매,수산물소매
세븐일레븐,서울특별시 구로구 신도림동 397-2,소매,종합소매점,편의점
삼화홈데코,서울특별시 성북구 장위동 76-152,소매,가정/주방/인테리어,유리/페인트/철물건축자재
에스제이씨오,서울특별시 송파구 가락동 11-1,도매/유통/무역,가전제품도매,가전제품도매
CU,서울특별시 광진구 중곡동 634-4,소매,종합소매점,편의점
에이치푸드서플라이,서울특별시 강서구 공항동 1365-1,도매/유통/무역,무역업,무역업-종합
온누리스마일안과의원,서울특별시 서초구 서초동 1306,의료,병원,내과/외과
강남발머스한의원,서울특별시 강남구 역삼동 823-24,의료,병원,한의원
더나인,서울특별시 강남구 논현동 233-3,소매,화장품소매,화장품판매점
로데오축산,서울특별시 양천구 신정동 883,소매,음/식료품소매,육류소매
사과나무,서울특별시 금천구 가산동 60-24,음식,분식,라면김밥분식
세븐일레븐,서울특별시 성북구 동선동1가 2-4,소매,종합소매점,편의점
행복중심서울생협북가좌매장,서울특별시 서대문구 북가좌동 481,소매,종합소매점,수퍼마켓
별산솔어린이집,서울특별시 은평구 불광동 230-12,학문/교육,학원기타,학원(종합)
메르디앙베이커리,서울특별시 서초구 반포동 55-6,제조,식품가공/제조,종합식품제조
진성산업,서울특별시 광진구 능동 153,생활서비스,광고/인쇄,광고물제작-종합
GS25,서울특별시 강동구 암사동 466-9,소매,종합소매점,편의점
짝태앤노가리,서울특별시 강서구 등촌동 78-7,음식,유흥주점,호프/맥주
한준규정형외과,서울특별시 관악구 신림동 587-46,의료,병원,내과/외과
위드피플즈,서울특별시 영등포구 양평동3가 16,도매/유통/무역,가전제품도매,가전제품도매
GS25명동성당점,서울특별시 중구 저동1가 103-9,소매,종합소매점,편의점
대구상회,서울특별시 중구 오장동 145-1,도매/유통/무역,청과물도매,청과물도매-종합
세레니끄,서울특별시 양천구 목동 961,생활서비스,이/미용/건강,비만/피부관리
이엔지에스텍,서울특별시 송파구 가락동 123-14,도매/유통/무역,의약/의료품도매,의약품도매-종합
GS25양평역점,서울특별시 영등포구 양평동3가 23-4,소매,종합소매점,편의점
CU,서울특별시 용산구 이태원동 557,소매,종합소매점,편의점
Valinch,서울특별시 서초구 서초동 1338-20,소매,음/식료품소매,식료품점
GS25,서울특별시 광진구 자양동 6-39,소매,종합소매점,편의점
세븐일레븐,서울특별시 중랑구 묵동 166-6,소매,종합소매점,편의점
GS25동작서림,서울특별시 동작구 사당동 252-17,소매,종합소매점,편의점
세븐일레븐,서울특별시 동대문구 휘경동 312-136,소매,종합소매점,편의점
잡이스,서울특별시 중구 을지로2가 204,생활서비스,인력/고용/용역알선,인력공급/고용알선
건설넷,서울특별시 강남구 신사동 519-1,기술/건축/환경,건설업,건물건설-종합
리빙스톤치과,서울특별시 강서구 화곡동 1065-22,의료,병원,치과의원
고척성모의원,서울특별시 구로구 고척동 197-1,의료,병원,일반병원
GS25,서울특별시 서대문구 홍은동 277-75,소매,종합소매점,편의점
파오파오,서울특별시 송파구 잠실동 205-16,음식,분식,라면김밥분식
네오파인즈,서울특별시 강남구 역삼동 708-33,도매/유통/무역,요업/목제품도매,요업제품/목제품도매-종합
GS25,서울특별시 성북구 삼선동1가 266,소매,종합소매점,편의점
유내과의원,서울특별시 마포구 창전동 437,의료,병원,내과/외과
바리프드,서울특별시 동대문구 제기동 773,도매/유통/무역,곡물/종자도매,곡물/종자도매-기타
우리마트,서울특별시 양천구 신정동 904-1,소매,종합소매점,수퍼마켓
한아통상,서울특별시 강서구 가양동 1498,도매/유통/무역,무역업,무역중개
샷업,서울특별시 강남구 신사동 661,음식,양식,정통양식/경양식
헵시바네추럴휴,서울특별시 영등포구 도림동 156-10,생활서비스,이/미용/건강,비만/피부관리
CU,서울특별시 은평구 대조동 192-8,소매,종합소매점,편의점
로코스9,서울특별시 성북구 하월곡동 227,도매/유통/무역,화장품/비누/세정제도매,화장품/비누/세정제도매-종합
마포세무서,서울특별시 마포구 신수동 43,국가기관/단체,국가/공공서비스,세무서
롯데리아,서울특별시 양천구 목동 917-6,음식,패스트푸드,패스트푸드
GS25,서울특별시 용산구 서빙고동 199-7,소매,종합소매점,편의점
연세인의원,서울특별시 강남구 논현동 169,의료,병원,피부과
관악교통,서울특별시 양천구 신정동 1312,교통/운송,버스운송,시내버스운송-종합
GS25,서울특별시 서초구 서초동 1697-14,소매,종합소매점,편의점
CU,서울특별시 송파구 가락동 189-21,소매,종합소매점,편의점
동일중학교,서울특별시 금천구 시흥동 100-4,학문/교육,학교,중학교
고황석재,서울특별시 강남구 신사동 519-1,생활서비스,세탁/가사서비스,청소/소독
삼성의원,서울특별시 동작구 상도동 475-6,의료,병원,일반병원
민성로지스,서울특별시 용산구 한강로2가 312-4,교통/운송,화물운송,일반화물자동차운송-종합
위드유,서울특별시 금천구 시흥동 998,생활서비스,대행업,사무대리서비스
CU,서울특별시 서대문구 북가좌동 282-29,소매,종합소매점,편의점
린여성병원,서울특별시 동대문구 장안동 370-1,의료,병원,내과/외과
행복중심서울생협개포매장,서울특별시 강남구 개포동 187,소매,종합소매점,수퍼마켓
대박환경,서울특별시 금천구 시흥동 984,생활서비스,세탁/가사서비스,청소/소독
세레니끄여의도,서울특별시 영등포구 여의도동 28-3,소매,화장품소매,화장품판매점
이룸아이엔티,서울특별시 강서구 염창동 240-21,제조,제약업,제약업-기타
중계우리들의원,서울특별시 노원구 중계동 364-19,의료,병원,내과/외과
예건에프앤씨,서울특별시 도봉구 방학동 725-52,소매,화장품소매,화장품판매점
CU,서울특별시 광진구 화양동 44-20,소매,종합소매점,편의점
디엠씨제이당구클럽,서울특별시 마포구 상암동 1599,관광/여가/오락,PC/오락/당구/볼링등,당구장
신영허브,서울특별시 동대문구 제기동 1115-1,소매,음/식료품소매,청과물소매
